,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,Location_Brisbane,Location_Darwin,Location_MelbourneAirport,Location_Perth,Location_PerthAirport,Location_SydneyAirport,Location_Watsonia,WindGustDir_E,WindGustDir_ENE,WindGustDir_ESE,WindGustDir_N,WindGustDir_NE,WindGustDir_NNE,WindGustDir_NNW,WindGustDir_NW,WindGustDir_S,WindGustDir_SE,WindGustDir_SSE,WindGustDir_SSW,WindGustDir_SW,WindGustDir_W,WindGustDir_WNW,WindGustDir_WSW,WindDir9am_E,WindDir9am_ENE,WindDir9am_ESE,WindDir9am_N,WindDir9am_NE,WindDir9am_NNE,WindDir9am_NNW,WindDir9am_NW,WindDir9am_S,WindDir9am_SE,WindDir9am_SSE,WindDir9am_SSW,WindDir9am_SW,WindDir9am_W,WindDir9am_WNW,WindDir9am_WSW,WindDir3pm_E,WindDir3pm_ENE,WindDir3pm_ESE,WindDir3pm_N,WindDir3pm_NE,WindDir3pm_NNE,WindDir3pm_NNW,WindDir3pm_NW,WindDir3pm_S,WindDir3pm_SE,WindDir3pm_SSE,WindDir3pm_SSW,WindDir3pm_SW,WindDir3pm_W,WindDir3pm_WNW,WindDir3pm_WSW
33531,18.5,24.0,0.8,8.8,11.4,39.0,9.0,28.0,81.0,72.0,1015.5,1016.5,1.0,3.0,21.8,23.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33532,19.3,27.9,0.6,4.2,11.1,59.0,11.0,35.0,84.0,48.0,1019.5,1016.1,6.0,1.0,21.9,26.7,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33533,20.9,32.0,0.0,10.2,13.0,67.0,9.0,46.0,57.0,39.0,1014.5,1010.5,0.0,1.0,26.5,30.9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33534,22.6,38.8,0.0,14.2,9.4,81.0,6.0,26.0,42.0,43.0,1009.1,1006.6,1.0,6.0,29.6,32.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33535,18.4,26.3,5.4,10.2,10.1,54.0,17.0,24.0,73.0,54.0,1013.0,1008.9,1.0,0.0,20.5,25.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33536,17.1,20.7,0.0,10.4,6.5,54.0,43.0,33.0,58.0,57.0,1020.2,1020.8,7.0,3.0,18.8,19.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33537,14.4,25.0,0.0,5.6,12.7,43.0,9.0,30.0,65.0,43.0,1022.0,1019.8,1.0,1.0,19.3,23.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33538,17.0,27.3,0.0,11.0,12.7,59.0,22.0,37.0,53.0,49.0,1019.2,1014.7,3.0,6.0,22.2,25.6,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33539,19.5,31.7,0.0,9.0,12.4,67.0,7.0,41.0,51.0,38.0,1013.8,1009.9,1.0,1.0,25.8,31.1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33540,20.9,33.7,3.0,12.8,7.4,59.0,13.0,39.0,57.0,45.0,1011.8,1007.6,2.0,3.0,27.6,31.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33541,22.6,34.6,0.6,8.0,9.8,63.0,26.0,39.0,42.0,40.0,1008.7,1004.8,6.0,5.0,29.4,33.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33542,24.7,32.1,0.0,14.2,11.9,80.0,13.0,20.0,80.0,56.0,1009.3,1007.3,1.0,1.0,25.3,29.8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33543,24.1,41.8,0.0,10.6,11.1,69.0,11.0,31.0,52.0,37.0,1004.6,1002.9,6.0,2.0,31.7,34.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33544,19.6,25.0,0.0,13.6,6.8,44.0,22.0,20.0,69.0,52.0,1019.5,1018.5,6.0,4.0,20.2,24.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33545,20.1,24.9,0.0,6.8,1.2,39.0,17.0,30.0,81.0,81.0,1019.4,1019.3,8.0,7.0,21.4,24.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33546,19.8,24.6,8.2,1.8,1.7,39.0,24.0,15.0,98.0,96.0,1021.1,1020.1,8.0,8.0,20.2,21.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33547,19.5,29.4,0.2,1.8,12.3,54.0,24.0,35.0,73.0,50.0,1018.4,1015.5,4.0,0.0,24.6,29.2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33548,20.7,30.0,0.0,8.6,12.5,57.0,13.0,37.0,70.0,59.0,1018.5,1016.2,1.0,1.0,25.5,28.7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33549,20.4,30.2,0.0,10.2,13.0,61.0,15.0,41.0,65.0,48.0,1018.7,1015.4,1.0,0.0,24.9,29.6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33550,21.6,31.2,0.0,10.6,11.5,61.0,15.0,31.0,76.0,51.0,1017.4,1013.9,2.0,3.0,24.8,29.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33551,20.9,28.2,0.0,9.2,11.1,41.0,17.0,24.0,78.0,69.0,1016.3,1016.2,1.0,6.0,23.5,26.9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33552,22.7,30.4,0.0,6.4,9.8,63.0,13.0,33.0,70.0,48.0,1016.2,1011.8,7.0,3.0,26.4,29.8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33553,21.9,28.3,0.0,10.8,7.5,46.0,13.0,24.0,59.0,63.0,1010.9,1010.2,7.0,5.0,25.8,26.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33554,21.3,28.0,0.0,7.0,7.1,37.0,19.0,24.0,86.0,64.0,1011.7,1009.2,7.0,3.0,23.5,27.3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33555,22.6,31.5,0.0,6.6,12.2,63.0,17.0,31.0,67.0,52.0,1009.1,1005.4,1.0,1.0,26.6,30.7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33556,21.4,31.7,0.0,9.8,10.8,59.0,17.0,30.0,81.0,53.0,1011.2,1008.1,5.0,1.0,23.8,30.8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33557,21.5,34.9,0.0,10.4,11.8,67.0,9.0,44.0,57.0,32.0,1013.3,1009.9,1.0,0.0,27.1,31.9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33558,22.0,31.1,0.0,14.2,12.2,59.0,20.0,39.0,64.0,43.0,1010.8,1007.1,0.0,1.0,25.2,30.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33559,20.0,21.5,0.0,9.0,0.0,57.0,35.0,31.0,92.0,88.0,1012.0,1011.7,7.0,8.0,20.3,19.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33560,17.8,19.5,1.2,1.6,0.0,54.0,17.0,31.0,93.0,88.0,1012.0,1010.2,8.0,8.0,18.4,18.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33561,17.4,22.1,2.8,2.2,1.5,56.0,35.0,33.0,81.0,70.0,1011.4,1011.3,8.0,7.0,17.8,21.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33563,17.0,20.2,1.8,5.4,0.0,52.0,35.0,28.0,81.0,95.0,1025.5,1025.1,8.0,8.0,18.5,17.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33564,16.5,21.3,41.8,4.4,0.0,52.0,28.0,22.0,66.0,82.0,1023.1,1019.5,8.0,8.0,19.3,18.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33565,17.0,23.2,14.0,2.4,0.2,54.0,28.0,30.0,88.0,85.0,1014.9,1014.1,8.0,8.0,19.5,20.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33566,17.8,24.6,16.6,4.8,6.4,61.0,35.0,37.0,75.0,58.0,1017.8,1017.8,6.0,6.0,21.5,22.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33567,18.3,22.8,3.6,7.4,0.0,50.0,20.0,26.0,69.0,69.0,1017.0,1015.6,8.0,8.0,21.2,21.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33570,19.9,27.4,0.0,7.8,9.6,31.0,7.0,24.0,69.0,63.0,1011.7,1010.1,4.0,2.0,23.5,26.2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33571,21.7,24.2,0.0,6.4,0.3,33.0,4.0,26.0,87.0,91.0,1013.4,1013.6,8.0,7.0,22.2,21.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33572,20.4,25.1,2.6,2.4,6.3,30.0,17.0,19.0,63.0,61.0,1018.5,1017.5,6.0,3.0,22.3,23.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33573,19.8,28.8,0.0,4.6,5.3,52.0,9.0,31.0,70.0,58.0,1016.9,1012.7,7.0,4.0,23.6,27.6,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33574,20.2,27.8,0.0,5.4,10.7,56.0,17.0,30.0,68.0,77.0,1014.1,1013.5,1.0,1.0,24.3,24.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33575,20.6,25.8,0.0,7.0,7.0,37.0,13.0,24.0,89.0,66.0,1016.7,1014.8,7.0,3.0,21.4,25.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33576,19.3,23.0,0.0,7.6,6.8,48.0,13.0,33.0,79.0,59.0,1020.4,1018.8,8.0,2.0,19.7,22.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33577,18.7,23.9,0.0,6.0,5.6,33.0,22.0,20.0,74.0,50.0,1018.0,1015.7,7.0,2.0,20.3,23.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33578,17.8,27.7,0.0,4.8,5.6,37.0,15.0,28.0,60.0,53.0,1009.6,1006.6,5.0,2.0,21.7,26.8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33579,21.3,26.1,0.0,6.8,10.0,31.0,11.0,19.0,66.0,56.0,1010.8,1010.8,8.0,5.0,23.2,25.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33580,21.3,26.6,0.0,6.0,9.0,44.0,11.0,24.0,65.0,56.0,1016.5,1015.1,7.0,6.0,23.6,25.3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33581,21.3,28.3,0.0,6.8,6.9,44.0,24.0,30.0,58.0,51.0,1017.9,1014.9,8.0,6.0,24.7,26.2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33582,22.9,25.9,0.0,7.6,0.5,57.0,9.0,20.0,66.0,46.0,1007.9,1008.7,8.0,8.0,25.4,22.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33584,14.1,23.7,17.6,7.8,9.8,43.0,11.0,20.0,61.0,45.0,1013.5,1011.4,1.0,1.0,18.6,22.8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33585,18.2,25.5,0.0,4.8,9.2,30.0,19.0,24.0,80.0,63.0,1014.3,1011.8,5.0,1.0,20.4,24.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33586,20.3,22.9,0.0,5.0,4.1,50.0,22.0,31.0,85.0,89.0,1017.8,1018.8,6.0,8.0,21.8,20.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33587,17.9,24.3,0.0,2.0,4.4,39.0,19.0,15.0,93.0,71.0,1022.2,1020.3,7.0,6.0,19.0,23.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33588,19.0,25.1,0.2,3.6,6.7,39.0,20.0,26.0,64.0,52.0,1022.0,1021.4,7.0,7.0,23.1,24.5,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33589,19.4,23.9,0.4,6.2,1.8,41.0,22.0,30.0,61.0,69.0,1023.9,1022.8,5.0,7.0,22.8,22.3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33591,19.6,25.8,0.0,6.4,2.2,28.0,6.0,6.0,84.0,68.0,1018.5,1016.0,6.0,7.0,21.4,24.5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33592,19.6,29.3,0.0,4.0,6.4,69.0,7.0,28.0,76.0,59.0,1014.7,1009.8,1.0,5.0,23.2,27.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33593,18.5,27.3,25.6,8.4,6.6,35.0,13.0,24.0,79.0,54.0,1010.6,1007.4,2.0,3.0,22.1,26.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33594,15.9,27.6,0.2,6.8,10.8,43.0,17.0,11.0,41.0,21.0,1011.9,1008.0,1.0,1.0,18.5,27.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
